date,country,keyword,global_monthly_searches,ad_position,daily_clicks,daily_cost,local_monthly_searches,impressions
2012-03-09,US,interest rate,1500000.0,1.0,28.0,13.95,823000.0,1013
2012-03-09,US,lawyer,,1.0,2054.0,2905.11,7480000.0,15318596
2012-03-09,US,credit cards,135000.0,1.0,293.0,3905.91,135000.0,2940516
2012-03-09,US,loans,20400000.0,1.0,7811.0,61546.9,11100000.0,1234015021
2012-03-09,US,wire transfer,8100.0,1.0,102.0,421.62,6600.0,110702
2012-03-09,US,mortgage,8100.0,1.0,6.0,4.45,3600.0,95
2012-03-10,UK,financial services,4090000.0,1.0,6.0,65.64,246000.0,1045
2012-03-10,UK,certificate of deposit,1830000.0,1.0,65.0,73.38,201000.0,12320
2012-03-10,UK,joint account,201000.0,1.0,2.0,0.81,8100.0,29
2012-03-10,UK,insurance,33100.0,1.0,52.0,1976.76,5400.0,262168
2012-03-10,UK,checking account,450000.0,1.0,77.0,191.53,33100.0,38085
2012-03-10,UK,consolidate loans,74000.0,1.0,5.0,57.09,2400.0,774
2012-03-10,UK,overdraft fee,135000.0,1.0,1.0,0.66,2400.0,28
2012-03-10,UK,lawyer,13600000.0,1.0,157.0,185.21,1830000.0,74788
2012-03-10,UK,loans,20400000.0,,4827.0,25751.52,3350000.0,319095629
2012-03-10,UK,atm,1000.0,1.0,1.0,1.23,110.0,29
2012-03-10,UK,mortgage,8100.0,1.0,1.0,1.08,720.0,28
2012-03-10,US,financial services,4090000.0,1.0,1193.0,352.91,823000.0,1080426
2012-03-10,US,certificate of deposit,1830000.0,1.0,287.0,198.2,673000.0,146072
2012-03-10,US,joint account,201000.0,1.0,78.0,154.61,135000.0,31126
2012-03-10,US,insurance,33100.0,1.0,255.0,6564.91,18100.0,4296008
2012-03-10,US,checking account,450000.0,1.0,643.0,7017.37,246000.0,11577465
2012-03-10,US,consolidate loans,74000.0,1.0,34.0,103.03,60500.0,9081
2012-03-10,US,overdraft fee,135000.0,1.0,110.0,548.76,110000.0,155051
2012-03-10,US,minimum balance,1220000.0,1.0,398.0,826.24,301000.0,844726
2012-03-10,US,banking careers,390.0,1.0,9.0,4.71,140.0,132
2012-03-10,US,interest rate,1500000.0,1.0,24.0,11.91,823000.0,748
2012-03-10,US,lawyer,13600000.0,1.0,2028.0,2895.68,7480000.0,15074418
2012-03-10,US,credit cards,135000.0,1.0,272.0,3541.34,135000.0,2470151
2012-03-10,US,loans,20400000.0,1.0,8258.0,73330.61,11100000.0,1554463661
2012-03-10,US,wire transfer,8100.0,1.0,114.0,465.0,6600.0,136235
2012-03-10,US,mortgage,8100.0,1.0,5.0,3.82,3600.0,77
2012-03-11,UK,financial services,4090000.0,1.0,2.0,66.91,246000.0,369
2012-03-11,UK,certificate of deposit,1830000.0,1.0,11.0,94.17,201000.0,2801
2012-03-11,UK,joint account,201000.0,1.0,0.0,0.84,8100.0,26
2012-03-11,UK,insurance,33100.0,1.02,18.0,1471.11,5400.0,69851
2012-03-11,UK,checking account,450000.0,1.0,33.0,210.16,33100.0,17629
2012-03-11,UK,consolidate loans,74000.0,1.0,3.0,58.56,2400.0,412
2012-03-11,UK,overdraft fee,135000.0,1.0,0.0,0.68,2400.0,26
2012-03-11,UK,lawyer,13600000.0,1.0,20.0,183.25,1830000.0,9429
2012-03-11,UK,loans,20400000.0,1.0,5207.0,26061.76,3350000.0,348374396
2012-03-11,UK,certificate of deposit,720.0,1.0,0.0,7.67,73.0,31
2012-03-11,UK,atm,1000.0,1.0,0.0,1.29,110.0,26
2012-03-11,UK,mortgage,8100.0,1.0,1.0,1.09,720.0,27
2012-03-11,US,financial services,4090000.0,1.0,397.0,284.22,823000.0,289997
2012-03-11,US,certificate of deposit,1830000.0,1.0,43.0,168.08,673000.0,18639
2012-03-11,US,joint account,201000.0,1.0,24.0,162.39,135000.0,9984
2012-03-11,US,insurance,33100.0,1.0,93.0,7410.51,18100.0,1763644
2012-03-11,US,checking account,450000.0,1.0,306.0,7087.56,246000.0,5561365
2012-03-11,US,consolidate loans,74000.0,1.0,22.0,132.58,60500.0,7394
2012-03-11,US,overdraft fee,135000.0,1.0,28.0,330.57,110000.0,23506
2012-03-11,US,minimum balance,1220000.0,1.0,110.0,57.63,301000.0,16352
2012-03-11,US,debit,1220000.0,1.0,5.0,5.57,550000.0,100
2012-03-11,US,interest rate,1500000.0,1.0,2.0,7.85,823000.0,73
2012-03-11,US,lawyer,13600000.0,1.0,288.0,2848.95,7480000.0,2105896
2012-03-11,US,credit cards,135000.0,1.0,133.0,3792.68,135000.0,1293050
2012-03-11,US,loans,20400000.0,1.0,8938.0,77460.29,11100000.0,1777173774
2012-03-11,US,wire transfer,8100.0,1.0,24.0,488.02,6600.0,29716
2012-03-11,US,mortgage,8100.0,1.0,2.0,6.57,3600.0,63
2012-03-12,UK,financial services,4090000.0,1.0,2.0,66.9,246000.0,374
2012-03-12,UK,certificate of deposit,1830000.0,1.0,12.0,94.16,201000.0,2820
2012-03-12,UK,joint account,201000.0,1.0,0.0,0.84,8100.0,26
2012-03-12,UK,insurance,33100.0,1.02,19.0,1470.33,5400.0,71927
2012-03-12,UK,checking account,450000.0,1.0,33.0,210.07,33100.0,17950
2012-03-12,UK,consolidate loans,74000.0,1.0,3.0,58.53,2400.0,421
2012-03-12,UK,overdraft fee,135000.0,1.0,0.0,0.68,2400.0,26
2012-03-12,UK,lawyer,13600000.0,1.0,20.0,183.25,1830000.0,9594
2012-03-12,UK,loans,20400000.0,1.0,5390.0,26035.35,3350000.0,360212439
2012-03-12,UK,certificate of deposit,720.0,1.0,0.0,7.67,73.0,31
2012-03-12,UK,atm,1000.0,1.0,0.0,1.29,110.0,26
2012-03-12,UK,mortgage,8100.0,1.0,1.0,1.09,720.0,27
2012-03-12,US,financial services,4090000.0,1.0,403.0,284.43,823000.0,294556
2012-03-12,US,certificate of deposit,1830000.0,1.0,43.0,168.07,673000.0,18767
2012-03-12,US,joint account,201000.0,1.0,25.0,162.21,135000.0,10352
2012-03-12,US,insurance,33100.0,1.0,96.0,7405.9,18100.0,1815778
2012-03-12,US,checking account,450000.0,1.0,311.0,7136.44,246000.0,5704323
2012-03-12,US,consolidate loans,74000.0,1.0,22.0,132.49,60500.0,7555
2012-03-12,US,overdraft fee,135000.0,1.0,28.0,330.46,110000.0,23880
2012-03-12,US,minimum balance,1220000.0,1.0,115.0,59.18,301000.0,17443
2012-03-12,US,debit,1220000.0,1.0,5.0,5.58,550000.0,102
2012-03-12,US,interest rate,1500000.0,1.0,2.0,7.86,823000.0,74
2012-03-12,US,lawyer,13600000.0,1.0,293.0,,7480000.0,2141876
2012-03-12,US,credit cards,135000.0,1.0,136.0,3782.46,135000.0,1315976
2012-03-12,US,loans,20400000.0,1.0,9239.0,77264.23,11100000.0,1832538271
2012-03-12,US,wire transfer,8100.0,1.0,24.0,487.92,6600.0,30148
2012-03-12,US,mortgage,8100.0,1.0,2.0,6.57,3600.0,64
2012-03-13,UK,financial services,4090000.0,1.0,2.0,70.6,246000.0,406
2012-03-13,UK,certificate of deposit,1830000.0,1.0,13.0,108.41,201000.0,3643
2012-03-13,UK,joint account,201000.0,1.0,1.0,0.98,8100.0,27
2012-03-13,UK,insurance,33100.0,1.02,20.0,1586.15,5400.0,82599
2012-03-13,UK,checking account,450000.0,1.0,33.0,215.67,33100.0,18212
2012-03-13,UK,consolidate loans,74000.0,1.0,2.0,55.1,2400.0,304
2012-03-13,UK,overdraft fee,135000.0,1.0,0.0,0.8,2400.0,26
2012-03-13,UK,lawyer,13600000.0,1.0,22.0,187.5,1830000.0,10682
2012-03-13,UK,loans,20400000.0,1.0,5439.0,26593.41,3350000.0,371273054
2012-03-13,UK,certificate of deposit,720.0,1.0,0.0,8.96,73.0,33
2012-03-13,UK,atm,1000.0,1.0,0.0,1.51,110.0,26
2012-03-13,UK,mortgage,8100.0,1.0,1.0,1.28,720.0,28
2012-03-13,US,financial services,4090000.0,1.0,426.0,285.84,823000.0,312599
2012-03-13,US,certificate of deposit,1830000.0,1.0,43.0,181.92,673000.0,20246
2012-03-13,US,joint account,201000.0,1.0,26.0,170.97,135000.0,11458
2012-03-13,US,insurance,33100.0,1.0,92.0,6863.28,18100.0,1612267
2012-03-13,US,checking account,450000.0,1.0,339.0,7831.81,246000.0,6813219
2012-03-13,US,consolidate loans,74000.0,1.0,23.0,150.31,60500.0,8823
2012-03-13,US,overdraft fee,135000.0,1.0,30.0,373.99,110000.0,28788
2012-03-13,US,minimum balance,1220000.0,1.0,121.0,62.55,301000.0,19419
2012-03-13,US,debit,1220000.0,1.0,6.0,6.51,550000.0,127
2012-03-13,US,interest rate,1500000.0,1.0,2.0,7.63,823000.0,73
2012-03-13,US,lawyer,13600000.0,1.0,299.0,2882.63,7480000.0,2212929
2012-03-13,US,credit cards,135000.0,1.0,134.0,2977.33,135000.0,1023254
2012-03-13,US,loans,20400000.0,1.0,9505.0,81012.9,11100000.0,1976664507
2012-03-13,US,wire transfer,8100.0,1.0,20.0,355.52,6600.0,18351
2012-03-13,US,mortgage,8100.0,1.0,3.0,7.68,3600.0,78
2012-03-14,UK,financial services,4090000.0,1.0,5.0,59.35,246000.0,851
2012-03-14,UK,certificate of deposit,1830000.0,1.0,70.0,78.88,201000.0,14279
2012-03-14,UK,joint account,201000.0,1.0,2.0,0.8,8100.0,29
2012-03-14,UK,insurance,33100.0,1.0,58.0,2055.47,5400.0,307378
2012-03-14,UK,checking account,450000.0,1.0,81.0,230.94,33100.0,48009
2012-03-14,UK,consolidate loans,74000.0,1.0,5.0,46.31,2400.0,593
2012-03-14,UK,overdraft fee,135000.0,1.0,1.0,0.66,2400.0,28
2012-03-14,UK,lawyer,13600000.0,1.0,179.0,186.59,1830000.0,85691
2012-03-14,UK,loans,20400000.0,1.0,4617.0,24752.73,3350000.0,293388423
2012-03-14,UK,atm,1000.0,1.0,1.0,1.23,110.0,29
2012-03-14,UK,mortgage,8100.0,1.0,1.0,1.08,720.0,28
2012-03-14,US,financial services,4090000.0,1.0,1199.0,329.99,823000.0,1016070
2012-03-14,US,certificate of deposit,1830000.0,1.0,283.0,207.91,673000.0,151092
2012-03-14,US,joint account,201000.0,1.0,108.0,244.06,135000.0,67914
2012-03-14,US,insurance,33100.0,1.0,261.0,6093.12,18100.0,4084564
2012-03-14,US,checking account,450000.0,1.0,636.0,,246000.0,10709841
2012-03-14,US,consolidate loans,74000.0,1.0,37.0,112.43,60500.0,10675
2012-03-14,US,overdraft fee,135000.0,1.0,121.0,545.33,110000.0,168864
2012-03-14,US,minimum balance,1220000.0,1.0,420.0,832.24,301000.0,897134
2012-03-14,US,banking careers,390.0,1.0,9.0,4.76,140.0,141
2012-03-14,US,interest rate,1500000.0,1.0,24.0,11.95,823000.0,756
2012-03-14,US,lawyer,13600000.0,1.0,2068.0,2747.41,7480000.0,14586843
2012-03-14,US,credit cards,135000.0,1.0,263.0,2549.48,135000.0,1722230
2012-03-14,US,loans,20400000.0,1.0,7952.0,67327.87,11100000.0,1374332533
2012-03-14,US,wire transfer,8100.0,1.0,96.0,,6600.0,100521
2012-03-14,US,mortgage,8100.0,1.0,5.0,3.79,3600.0,78
2012-03-15,UK,financial services,4090000.0,1.0,6.0,69.13,246000.0,1149
2012-03-15,UK,certificate of deposit,1830000.0,1.0,71.0,77.29,201000.0,14114
2012-03-15,UK,joint account,201000.0,1.0,2.0,0.95,8100.0,30
2012-03-15,UK,insurance,33100.0,1.0,60.0,2084.06,5400.0,319731
2012-03-15,UK,checking account,450000.0,1.0,82.0,225.38,33100.0,47224
2012-03-15,UK,consolidate loans,74000.0,1.0,6.0,53.94,2400.0,795
2012-03-15,UK,overdraft fee,135000.0,1.0,2.0,0.77,2400.0,29
2012-03-15,UK,lawyer,13600000.0,1.0,188.0,187.25,1830000.0,90623
2012-03-15,UK,loans,20400000.0,1.0,4622.0,25132.03,3350000.0,298208042
2012-03-15,UK,mortgage,8100.0,1.0,1.0,1.26,720.0,29
2012-03-15,US,financial services,4090000.0,1.0,1143.0,326.05,823000.0,956834
2012-03-15,US,certificate of deposit,1830000.0,1.0,303.0,228.77,673000.0,177694
2012-03-15,US,joint account,201000.0,1.0,114.0,234.17,135000.0,68367
2012-03-15,US,insurance,33100.0,1.0,244.0,5549.71,18100.0,3478671
2012-03-15,US,checking account,450000.0,1.0,549.0,5621.45,246000.0,7920003
2012-03-15,US,consolidate loans,74000.0,1.0,38.0,53.63,60500.0,5256
2012-03-15,US,overdraft fee,135000.0,1.0,129.0,591.18,110000.0,195777
2012-03-15,US,minimum balance,1220000.0,1.0,444.0,949.5,301000.0,1083201
2012-03-15,US,banking careers,390.0,1.0,11.0,5.56,140.0,183
2012-03-15,US,interest rate,1500000.0,1.0,28.0,13.96,823000.0,1020
2012-03-15,US,lawyer,13600000.0,1.0,2114.0,2809.0,7480000.0,15245827
2012-03-15,US,credit cards,135000.0,1.0,225.0,2291.37,135000.0,1322829
2012-03-15,US,loans,20400000.0,1.0,7995.0,69677.05,11100000.0,1430040735
2012-03-15,US,wire transfer,8100.0,1.0,93.0,407.52,6600.0,97544
2012-03-15,US,mortgage,8100.0,1.0,6.0,4.45,3600.0,98
2012-03-16,UK,financial services,4090000.0,1.0,6.0,69.19,246000.0,1160
2012-03-16,UK,certificate of deposit,1830000.0,1.0,71.0,76.42,201000.0,14036
2012-03-16,UK,joint account,201000.0,1.0,2.0,0.94,8100.0,30
2012-03-16,UK,insurance,33100.0,1.0,48.0,1961.77,5400.0,241246
2012-03-16,UK,checking account,450000.0,1.0,77.0,186.49,33100.0,36662
2012-03-16,UK,consolidate loans,74000.0,1.0,6.0,53.98,2400.0,800
2012-03-16,UK,overdraft fee,135000.0,1.0,2.0,0.77,2400.0,29
2012-03-16,UK,lawyer,13600000.0,1.0,192.0,236.78,1830000.0,116934
2012-03-16,UK,loans,20400000.0,1.0,4359.0,23784.75,3350000.0,266139527
2012-03-16,UK,mortgage,8100.0,1.0,1.0,1.26,720.0,29
2012-03-16,US,financial services,4090000.0,1.0,1070.0,296.46,823000.0,813944
2012-03-16,US,certificate of deposit,1830000.0,1.0,351.0,274.43,673000.0,247139
2012-03-16,US,joint account,201000.0,1.0,132.0,267.43,135000.0,90472
2012-03-16,US,insurance,33100.0,1.0,252.0,5718.59,18100.0,3695654
2012-03-16,US,checking account,450000.0,1.0,441.0,4610.28,246000.0,5221021
2012-03-16,US,consolidate loans,74000.0,1.0,37.0,41.34,60500.0,3963
2012-03-16,US,overdraft fee,135000.0,1.0,98.0,389.79,110000.0,98495
2012-03-16,US,minimum balance,1220000.0,1.0,429.0,944.12,301000.0,1039013
2012-03-16,US,banking careers,390.0,1.0,11.0,5.63,140.0,187
2012-03-16,US,interest rate,1500000.0,1.0,41.0,20.86,823000.0,2241
2012-03-16,US,lawyer,13600000.0,1.0,2017.0,2468.26,7480000.0,12781803
2012-03-16,US,credit cards,135000.0,1.0,184.0,1272.72,135000.0,600454
2012-03-16,US,loans,20400000.0,1.0,7037.0,62669.61,11100000.0,1132151769
2012-03-16,US,wire transfer,8100.0,1.0,78.0,482.05,6600.0,96310
2012-03-17,UK,financial services,4090000.0,1.0,6.0,68.46,246000.0,1143
2012-03-17,UK,certificate of deposit,1830000.0,1.0,85.0,85.98,201000.0,18865
2012-03-17,UK,joint account,201000.0,1.0,2.0,0.93,8100.0,30
2012-03-17,UK,insurance,33100.0,1.0,55.0,2009.14,5400.0,285494
2012-03-17,UK,checking account,450000.0,1.0,78.0,189.24,33100.0,37887
2012-03-17,UK,consolidate loans,74000.0,1.0,6.0,52.78,2400.0,864
2012-03-17,UK,overdraft fee,135000.0,1.0,2.0,0.77,2400.0,29
2012-03-17,UK,lawyer,13600000.0,1.0,212.0,266.76,1830000.0,145452
2012-03-17,UK,loans,20400000.0,1.0,4461.0,23337.31,3350000.0,267248246
2012-03-17,UK,mortgage,8100.0,1.0,1.0,1.25,720.0,29
2012-03-17,US,financial services,4090000.0,1.0,987.0,277.55,823000.0,703369
2012-03-17,US,certificate of deposit,1830000.0,1.0,348.0,265.81,673000.0,237350
2012-03-17,US,joint account,201000.0,1.0,139.0,247.13,135000.0,88142
2012-03-17,US,insurance,33100.0,1.0,271.0,5999.22,18100.0,4170691
2012-03-17,US,checking account,450000.0,1.0,400.0,4144.07,246000.0,4257323
2012-03-17,US,consolidate loans,74000.0,1.0,43.0,45.26,60500.0,4967
2012-03-17,US,overdraft fee,135000.0,1.0,98.0,385.69,110000.0,97389
2012-03-17,US,minimum balance,1220000.0,1.0,429.0,216.9,301000.0,239010
2012-03-17,US,banking careers,390.0,1.0,11.0,5.66,140.0,188
2012-03-17,US,interest rate,1500000.0,1.0,38.0,19.1,823000.0,1878
2012-03-17,US,lawyer,13600000.0,1.0,2193.0,2663.1,7480000.0,14989303
2012-03-17,US,credit cards,135000.0,1.0,154.0,1283.98,135000.0,508204
2012-03-17,US,loans,20400000.0,1.0,7471.0,81018.93,11100000.0,1553725080
2012-03-17,US,wire transfer,8100.0,1.0,65.0,437.5,6600.0,72722
2012-03-18,UK,financial services,4090000.0,1.0,3.0,40.26,246000.0,353
2012-03-18,UK,certificate of deposit,1830000.0,1.0,87.0,77.42,201000.0,17346
2012-03-18,UK,joint account,201000.0,1.0,2.0,0.8,8100.0,29
2012-03-18,UK,insurance,33100.0,,54.0,1831.53,5400.0,252829
2012-03-18,UK,checking account,450000.0,1.0,85.0,261.99,33100.0,57211
2012-03-18,UK,consolidate loans,74000.0,1.0,9.0,107.86,2400.0,2556
2012-03-18,UK,overdraft fee,135000.0,1.0,1.0,0.66,2400.0,28
2012-03-18,UK,interest rate,1500000.0,1.0,1.0,0.66,27100.0,28
2012-03-18,UK,lawyer,13600000.0,1.0,236.0,291.65,1830000.0,176405
2012-03-18,UK,loans,20400000.0,1.0,4854.0,25198.05,3350000.0,314005860
2012-03-18,UK,atm,1000.0,1.0,1.0,0.46,110.0,27
2012-03-18,UK,mortgage,8100.0,1.0,1.0,1.07,720.0,28
2012-03-18,US,financial services,4090000.0,1.0,929.0,263.76,823000.0,628733
2012-03-18,US,certificate of deposit,1830000.0,1.0,329.0,234.07,673000.0,197920
2012-03-18,US,joint account,201000.0,1.0,136.0,285.17,135000.0,99678
2012-03-18,US,insurance,33100.0,1.0,370.0,8458.83,18100.0,8039423
2012-03-18,US,checking account,450000.0,1.0,501.0,4907.43,246000.0,6313509
2012-03-18,US,consolidate loans,74000.0,1.0,33.0,31.65,60500.0,2712
2012-03-18,US,overdraft fee,135000.0,1.0,92.0,340.5,110000.0,80283
2012-03-18,US,minimum balance,1220000.0,1.0,444.0,224.29,301000.0,255576
2012-03-18,US,banking careers,390.0,1.0,10.0,4.85,140.0,145
2012-03-18,US,interest rate,1500000.0,1.0,30.0,15.09,823000.0,1182
2012-03-18,US,lawyer,13600000.0,1.0,2088.0,2446.3,7480000.0,13114760
2012-03-18,US,credit cards,135000.0,1.0,183.0,1371.79,135000.0,644410
2012-03-18,US,loans,20400000.0,1.0,8435.0,83153.87,11100000.0,1800583960
2012-03-18,US,wire transfer,8100.0,1.0,56.0,333.56,6600.0,48276
2012-03-19,UK,certificate of deposit,1830000.0,1.0,83.0,73.41,201000.0,15593
2012-03-19,UK,joint account,201000.0,1.0,2.0,0.8,8100.0,29
2012-03-19,UK,insurance,33100.0,1.0,56.0,1347.1,5400.0,194955
2012-03-19,UK,checking account,450000.0,1.0,78.0,254.35,33100.0,50849
2012-03-19,UK,consolidate loans,74000.0,1.0,9.0,108.26,2400.0,2585
2012-03-19,UK,overdraft fee,135000.0,1.0,1.0,0.48,2400.0,26
2012-03-19,UK,interest rate,1500000.0,1.0,1.0,0.66,27100.0,28
2012-03-19,UK,lawyer,13600000.0,1.0,220.0,290.01,1830000.0,163755
2012-03-19,UK,loans,20400000.0,1.0,4753.0,24726.57,3350000.0,301716489
2012-03-19,UK,atm,1000.0,1.0,1.0,0.46,110.0,27
2012-03-19,US,financial services,4090000.0,1.0,880.0,259.04,823000.0,585491
2012-03-19,US,certificate of deposit,,1.0,297.0,210.58,673000.0,160449
2012-03-19,US,joint account,201000.0,1.0,134.0,376.31,135000.0,129372
2012-03-19,US,insurance,33100.0,1.0,345.0,7643.02,18100.0,6776120
2012-03-19,US,checking account,450000.0,1.0,499.0,4605.56,246000.0,5903513
2012-03-19,US,consolidate loans,74000.0,1.0,34.0,31.59,60500.0,2766
2012-03-19,US,overdraft fee,135000.0,1.0,110.0,570.33,110000.0,161115
2012-03-19,US,minimum balance,1220000.0,1.0,451.0,227.95,301000.0,264187
2012-03-19,US,banking careers,390.0,1.0,10.0,4.88,140.0,146
2012-03-19,US,interest rate,1500000.0,1.0,18.0,8.91,823000.0,429
2012-03-19,US,lawyer,13600000.0,1.0,1818.0,2159.17,7480000.0,10075215
2012-03-19,US,credit cards,135000.0,1.0,146.0,1273.81,135000.0,476646
2012-03-19,US,loans,20400000.0,1.0,8101.0,82841.47,11100000.0,1722692308
2012-03-19,US,wire transfer,8100.0,1.0,47.0,306.92,6600.0,37292
2012-03-20,UK,certificate of deposit,1830000.0,1.0,71.0,62.18,201000.0,11302
2012-03-20,UK,insurance,27100.0,1.0,55.0,1396.76,5400.0,198233
2012-03-20,UK,checking account,368000.0,1.0,72.0,272.73,33100.0,50678
2012-03-20,UK,consolidate loans,74000.0,1.0,9.0,76.54,2400.0,1784
2012-03-20,UK,overdraft fee,135000.0,1.0,1.0,0.47,1900.0,26
2012-03-20,UK,interest rate,1500000.0,1.0,1.0,0.64,27100.0,28
2012-03-20,UK,lawyer,13600000.0,1.0,206.0,278.59,1500000.0,147281
2012-03-20,UK,loans,20400000.0,1.0,4533.0,22859.14,3350000.0,265992137
2012-03-20,UK,atm,1300.0,1.0,1.0,0.47,110.0,27
2012-03-20,UK,rewards card,1000000.0,1.0,1.0,0.1,90500.0,26
2012-03-20,US,financial services,4090000.0,1.0,801.0,181.82,823000.0,373778
2012-03-20,US,certificate of deposit,1830000.0,1.0,301.0,214.81,673000.0,165778
2012-03-20,US,joint account,201000.0,1.0,136.0,391.3,165000.0,136433
2012-03-20,US,insurance,27100.0,1.0,348.0,7888.03,18100.0,7044974
2012-03-20,US,checking account,368000.0,1.0,447.0,3036.22,246000.0,3482328
2012-03-20,US,consolidate loans,74000.0,1.0,27.0,25.77,60500.0,1829
2012-03-20,US,overdraft fee,135000.0,1.0,84.0,418.73,110000.0,90499
2012-03-20,US,minimum balance,1220000.0,1.0,419.0,210.7,301000.0,226516
2012-03-20,US,interest rate,1500000.0,1.0,17.0,8.74,823000.0,415
2012-03-20,US,lawyer,13600000.0,1.0,1722.0,1931.66,7480000.0,8538764
2012-03-20,US,credit cards,135000.0,1.0,182.0,1451.83,110000.0,676753
2012-03-20,US,loans,20400000.0,1.0,7642.0,69515.67,11100000.0,1363614981
2012-03-20,US,wire transfer,8100.0,1.0,18.0,207.47,6600.0,9841
2012-03-21,UK,certificate of deposit,1830000.0,1.0,75.0,66.17,201000.0,12804
2012-03-21,UK,insurance,27100.0,1.0,56.0,1442.63,5400.0,207964
2012-03-21,UK,checking account,,1.0,73.0,250.85,33100.0,46949
2012-03-21,UK,consolidate loans,74000.0,1.0,9.0,88.97,2400.0,2042
2012-03-21,UK,overdraft fee,135000.0,1.0,1.0,0.47,1900.0,26
2012-03-21,UK,interest rate,1500000.0,1.0,2.0,0.75,27100.0,28
2012-03-21,UK,lawyer,13600000.0,1.0,217.0,216.54,1500000.0,120892
2012-03-21,UK,loans,20400000.0,1.0,4830.0,24588.91,3350000.0,304895748
2012-03-21,UK,atm,1300.0,1.0,2.0,0.55,110.0,28
2012-03-21,UK,rewards card,1000000.0,1.0,1.0,0.12,90500.0,26
2012-03-21,US,financial services,4090000.0,1.0,804.0,186.02,823000.0,383993
2012-03-21,US,certificate of deposit,1830000.0,1.0,318.0,218.99,673000.0,179026
2012-03-21,US,joint account,201000.0,1.0,116.0,357.62,165000.0,106543
2012-03-21,US,insurance,27100.0,1.0,371.0,8384.29,18100.0,7992039
2012-03-21,US,checking account,368000.0,1.0,513.0,3679.96,246000.0,4848086
2012-03-21,US,consolidate loans,74000.0,1.0,24.0,14.18,60500.0,917
2012-03-21,US,overdraft fee,135000.0,1.0,93.0,524.03,110000.0,124739
2012-03-21,US,minimum balance,1220000.0,1.0,419.0,211.26,301000.0,227269
2012-03-21,US,interest rate,1500000.0,1.0,17.0,8.41,823000.0,385
2012-03-21,US,lawyer,13600000.0,1.0,1828.0,2081.01,7480000.0,9763655
2012-03-21,US,credit cards,135000.0,1.0,190.0,1657.75,110000.0,807844
2012-03-21,US,loans,20400000.0,1.0,8362.0,82762.81,11100000.0,1776528331
2012-03-21,US,wire transfer,8100.0,1.0,13.0,103.08,6600.0,3399
2012-03-22,UK,certificate of deposit,1830000.0,1.0,77.0,66.56,201000.0,13199
2012-03-22,UK,insurance,27100.0,1.0,56.0,1444.77,5400.0,209570
2012-03-22,UK,checking account,368000.0,1.0,73.0,251.35,33100.0,47114
2012-03-22,UK,consolidate loans,74000.0,1.0,9.0,89.15,2400.0,2039
2012-03-22,UK,overdraft fee,135000.0,1.0,1.0,0.47,1900.0,26
2012-03-22,UK,interest rate,1500000.0,1.0,2.0,0.78,27100.0,29
2012-03-22,UK,lawyer,13600000.0,1.0,221.0,217.81,1500000.0,123709
2012-03-22,UK,loans,20400000.0,1.0,4647.0,24530.07,3350000.0,292598063
2012-03-22,UK,atm,1300.0,1.0,2.0,0.55,110.0,28
2012-03-22,UK,rewards card,1000000.0,1.0,1.0,0.11,90500.0,26
2012-03-22,US,financial services,4090000.0,1.0,812.0,187.5,823000.0,390884
2012-03-22,US,certificate of deposit,1830000.0,1.0,326.0,221.17,673000.0,185100
2012-03-22,US,joint account,201000.0,1.0,117.0,357.7,165000.0,107439
2012-03-22,US,insurance,27100.0,1.0,374.0,8391.81,18100.0,8046814
2012-03-22,US,checking account,368000.0,1.0,513.0,3684.94,246000.0,4854836
2012-03-22,US,consolidate loans,74000.0,1.0,24.0,14.2,60500.0,915
2012-03-22,US,overdraft fee,135000.0,1.0,93.0,524.66,110000.0,125293
2012-03-22,US,minimum balance,1220000.0,1.0,423.0,213.69,301000.0,232220
2012-03-22,US,interest rate,1500000.0,1.0,17.0,8.67,823000.0,408
2012-03-22,US,lawyer,13600000.0,1.0,1863.0,2089.28,7480000.0,9991403
2012-03-22,US,credit cards,135000.0,1.0,190.0,1660.0,110000.0,807918
2012-03-22,US,loans,20400000.0,1.0,8066.0,82892.31,11100000.0,1716231781
2012-03-22,US,wire transfer,8100.0,1.0,13.0,103.18,6600.0,3440
2012-03-23,UK,certificate of deposit,1830000.0,1.0,66.0,57.19,201000.0,9750
2012-03-23,UK,insurance,27100.0,,48.0,1241.14,5400.0,154102
2012-03-23,UK,checking account,368000.0,1.0,62.0,215.89,33100.0,34657
2012-03-23,UK,consolidate loans,74000.0,1.0,8.0,76.56,2400.0,1513
2012-03-23,UK,overdraft fee,135000.0,1.0,1.0,0.4,1900.0,26
2012-03-23,UK,interest rate,1500000.0,1.0,1.0,0.67,27100.0,28
2012-03-23,UK,lawyer,13600000.0,1.0,189.0,186.77,1500000.0,90717
2012-03-23,UK,loans,20400000.0,1.0,3960.0,21067.95,3350000.0,214148762
2012-03-23,UK,atm,1300.0,1.0,1.0,0.47,110.0,27
2012-03-23,UK,rewards card,1000000.0,1.0,1.0,0.1,90500.0,26
2012-03-23,US,financial services,4090000.0,1.0,696.0,161.33,823000.0,288245
2012-03-23,US,certificate of deposit,1830000.0,1.0,280.0,189.81,673000.0,136362
2012-03-23,US,joint account,201000.0,1.0,100.0,307.28,165000.0,78881
2012-03-23,US,insurance,27100.0,1.0,320.0,7208.96,18100.0,5916256
2012-03-23,US,checking account,368000.0,1.0,439.0,3166.24,246000.0,3566266
